"4,2,4,5,5","1,2,3,4,5","40471,22872,22493,18145,15747","38.405,21.036,20.616,16.273,13.788","10226,5811,3687,4440,4211","8.297,3.637,1.896,2.213,2.389",A2J7L7S9GCPJ8V,Desktop,undefined,undefined,"When a has taken longer than 3 seconds to load, I feel that is more efficient.",Chrome,100.05,0,"2,1,1,1,1","2,1,1,1,1","1,0,0,0,0","0,0,0,0,0","0,0,-1,0,0",",,,,",1,1625203064790
"2,4,2,2,5","3,4,1,2,5","16151,16069,49743,17974,12257","13.585,13.763,44.59,13.924,10.204","5949,4129,11317,5593,4047","3.823,2.023,8.673,3.179,1.964",A3L3ZFL1NYFTCF,Desktop,undefined,undefined,"Nothing was confused, the guideline was clear to understand. The video should load smoothly, like the text shouldn't load one by one. It should not be buffered again and again.",Chrome,14.698,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","-1,0,0,0,0",",,,,",1,1625201442147
"1,2,2,2,5","1,2,4,3,5","22116,23819,17623,17676,14631","21.776,23.488,17.3,17.337,14.305","7428,4948,3818,3401,6229","7.096,4.656,3.54,3.12,5.861",A3HTLXAPOBCVVO,Laptop,undefined,undefined,I expect the first page to fully load.  If items take a second to appear as I scroll down I am okay with that but the first page should fully load at once.,Chrome,30.414,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625192640337
"1,1,1,1,5","4,3,2,1,5","15669,14681,16270,18827,12280","14.351,13.349,15.107,17.226,11.233","3182,3409,2993,5671,3316","1.899,2.126,1.836,4.23,2.045",A1CHC8M7CWC254,Laptop,undefined,undefined,i want to be able to see all the images right from the beginning and do not want to wait for each image load one by one,Chrome,13.481,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,-1,0,0,0",",,,,",1,1625202598089
"4,4,4,5,5","3,4,1,2,5","16013,15641,16603,16570,13009","14.13,13.783,14.583,13.99,11.138","3823,5408,6513,4710,3678","2.126,3.371,4.219,2.705,1.969",A2PYXFVGNJPPX0,Laptop,undefined,undefined,poor quality in the video,Chrome,9.462,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","-1,0,0,0,0",",,,,",1,1625183855524
"1,2,1,1,5","3,4,1,2,5","20480,18093,20609,20235,19727","18.503,15.452,18.563,18.319,17.823","3765,4655,11021,3810,3931","1.806,3.086,9.11,2.08,2.305",A18MC27WTCEBA2,Desktop,undefined,undefined,"No one likes slow loading images in a page. The images should be of least acceptable resolution so it won't lag to load in lower speed connections. Before the grading process, it would have been helpful at least with a gif image on different types of loading pages to get an idea of what is to come",Chrome,36.947,0,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,0","0,0,0,0,0","-1,0,0,0,0",",,,,",1,1625232680514
"4,4,2,3,5","1,2,4,3,5","19036,17735,17662,17335,14354","17.271,15.747,14.84,15.694,12.706","9470,7349,4430,3735,4862","7.785,4.008,2.774,1.989,2.976",A10NF5TK6IFNX6,Desktop,undefined,undefined,Loading time and what product loads fast,Chrome,42.329,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625211091921
"3,4,3,4,5","4,3,2,1,5","16124,18080,17202,17821,12758","14.4,16.403,15.514,15.359,10.012","4338,4498,4357,10655,3339","2.859,3.012,2.412,8.973,1.907",AORHXBTOCXFUK,Desktop,undefined,undefined,Website Loading speed is important.,Chrome,11.428,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,-1,0,0,0",",,,,",1,1625215794000
"4,5,4,5,5","3,4,1,2,5","18570,16522,25103,18197,14763","18.297,16.201,24.779,17.928,14.47","6245,4310,11430,7494,5359","5.935,4.028,11.066,7.206,5.078",AVOF14300525D,Laptop,undefined,undefined,"The guideline was clear. I graded based on how quickly it loaded, and most loaded very quickly. ",Chrome,40.482,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","-1,0,0,0,0",",,,,",1,1625183891769
"3,4,3,4,5","2,1,3,4,5","21794,40405,20953,20169,22661","20.217,24.576,19.177,18.441,14.718","8597,13275,5436,4019,8438","6.694,11.416,3.97,2.565,5.248",AISFU4P55HYEH,Laptop,undefined,undefined,First row and third row.  In some pages first row takes sometime to load and in some pages third row takes sometime to load.  Guideline is clear and no confusion.,Chrome,170.206,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,-1,0,0",",,,,",1,1625189391353
"4,5,4,5,5","3,4,1,2,5","15606,15360,17098,31374,26649","12.633,12.267,14.811,29.112,23.612","5138,4643,5315,18457,4607","2.119,1.542,2.109,4.353,1.797",A1DVKS3R9SLQ1H,Desktop,undefined,undefined,video loaded very quality and understanding.,Chrome,18.916,0,"1,1,1,1,1","1,1,1,0,1","0,0,0,0,0","0,0,0,0,0","-1,0,0,0,0",",,,,",1,1625183782373
"3,3,2,4,5","4,3,2,1,5","16578,20340,20024,23269,13434","15.496,19.346,19.013,22.044,12.076","3655,12247,4282,9303,3314","2.8,11.195,3.247,8.213,2.269",A1MXUKWHT9KEBJ,Laptop,undefined,undefined,"Displaying of the pictures, on some test videos it was to slow.",Chrome,43.104,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,-1,0,0,0",",,,,",1,1625237562147
"4,5,3,3,5","2,1,4,3,5","12206,19710,18814,17600,10549","10.381,12.469,16.736,15.558,8.747","6384,7179,4701,6541,4905","4.54,5.581,2.849,4.427,2.686",A26RPQDD0RQEHL,Desktop,undefined,undefined,The time taken to load the webpage is the reason for grading.,Chrome,15.668,0,"1,1,1,1,1","0,0,1,1,0","0,0,0,0,0","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625194692695
"2,2,2,2,5","1,2,4,3,5","15421,13045,11677,13227,10691","14.395,12.347,10.963,12.564,10.103","3929,3349,2794,2744,3196","3.18,2.741,2.149,2.11,2.472",AZ223PTWQ4AYF,Laptop,undefined,undefined,"Whether everything loads at once--a majority of the page loading, then other images slowly trickling in, is annoying.",Chrome,21.592,0,"1,1,1,1,1","1,0,0,1,1","0,0,0,0,0","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625229873637
"4,3,4,3,5","3,4,1,2,5","19422,18402,44888,16583,14793","16.478,16.431,24.382,14.528,12.828","13527,10985,11648,8156,4500","11.614,8.846,9.64,6.011,2.533",A28PS7TGEQCFT4,Desktop,undefined,undefined,video quality and increase the interest of the content. logo and colors gives the idea of grading process.,Chrome,28.307,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","-1,0,0,0,0",",,,,",1,1625201667806
"1,1,1,2,5","4,3,1,2,5","35418,40183,27901,49667,52516","33.412,38.485,25.758,46.838,47.263","12387,12266,14840,31943,17394","9.808,9.959,12.847,29.941,15.108",A2ZX69756WSLQ4,Laptop,undefined,undefined,All images of the webpage should load fast. The image links should appear as soon as possible when a webpage loads. A webpage should not take more than 3 seconds to load irrespective of the content of the page. And all the guidelines of the experiment are clear.,Chrome,81.805,0,"2,2,1,2,2","2,2,1,2,2","1,1,0,1,1","0,0,0,0,0","-1,0,0,0,0",",,,,",1,1625193461958
"2,2,2,1,5","3,4,1,2,5","16242,16998,17057,17716,15955","15.429,16.256,16.301,17.04,15.154","4509,3708,9241,5275,4370","3.678,2.806,8.344,4.418,3.612",A2WGW5Y3ZFBDEC,Laptop,undefined,undefined,"The guideline is not clear, because I wasn't given any examples about how to grade them. I graded pages that appeared immediately high, and pages where images didn't all show up in a couple of seconds low. Most of the images I saw were the latter, they took 5 seconds or more and images were still appearing, which I consider unacceptable.",Chrome,32.61,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","-1,0,0,0,0",",,,,",1,1625184400127
"5,5,4,4,5","3,4,2,1,5","20517,10871,21235,18864,19083","18.227,8.076,19.171,15.814,17.27","3961,5435,8730,4680,3520","1.75,3.271,6.365,2.35,1.619",AM9XH69KBK5X5,Laptop,undefined,undefined,the page got loaded faster and the experiment guideline was clear ,Chrome,45.01,0,"1,0,1,1,1","1,0,1,1,1","0,0,0,0,0","0,0,0,0,0","0,-1,0,0,0",",,,,",1,1625203481106
"2,2,2,2,5","1,2,4,3,5","21280,18470,21914,16790,12693","15.514,14.644,18.795,14.345,9.225","4355,3718,4568,4435,4690","1.841,1.768,2.111,2.194,2.4",A353KETOEN0W8T,Laptop,undefined,undefined,It should be fast and don't stuck in between. load smoothly.,Chrome,8.668,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625202102881
"2,2,2,2,5","1,2,4,3,5","17915,31635,24652,35090,29777","16.003,21.107,21.799,32.116,27.895","11173,21146,5186,6792,8307","8.937,14.74,3.283,4.808,6.409",A3AKZJNAUP8LSA,Desktop,undefined,undefined,server should be good for web page loading quality,Chrome,16.233,0,"1,2,1,2,2","1,2,1,2,2","0,1,0,3,1","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625195875196
"2,2,2,2,5","2,1,4,3,5","17040,18210,22260,16838,13979","15.406,16.561,19.536,15.29,12.307","3329,6291,4583,3712,4233","2.037,4.563,3.141,2.379,2.839",A1IHI23KH87K5W,Desktop,undefined,undefined,Overall page load time.,Chrome,17.554,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625189425771
"3,3,4,4,5","2,1,3,4,5","19273,21054,18892,34990,15738","16.458,18.485,16.072,32.744,13.338","10159,14304,4384,4213,4292","7.217,11.459,1.922,2.18,2.331",AA7BTDZQNHW5,Laptop,undefined,undefined,Ratings were based on loading speed of first line and third line.  Third line loading speeds are better than first line loading speed.  Experiment guideline is clear and grading process is not confused.,Chrome,27.226,0,"1,1,1,2,1","1,1,1,2,1","0,0,0,1,0","0,0,0,0,0","0,0,-1,0,0",",,,,",1,1625189906588
"4,4,4,4,4","3,4,2,1,5","15001,16239,134078,22700,18503","13.3,14.498,116.57800000000002,20.97,16.798","3983,4156,41028,4455,4904","2.574,2.734,28.842000000000006,2.941,3.427",A5LYLHG880ABE,Laptop,undefined,undefined,good,Chrome,19.018,0,"1,1,9,1,1","1,1,8,1,1","0,0,1,0,0","0,0,0,0,0","0,-1,7,0,0",",,,,",1,1625187213936
"3,2,2,1,5","3,4,2,1,5","14649,15693,16830,13931,10779","14.256,15.341,16.518,13.559,10.459","4285,5084,7243,4730,3884","4.016,4.795,6.871,4.431,3.585",ADJ9I7ZBFYFH7,Laptop,undefined,undefined,"I like when the images load in order, from top to bottom or left to right. It's harder to look at when images load from different sections. The experiment and grading process was clear.",Chrome,18.466,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,-1,0,0,0",",,,,",1,1625187254542
"3,2,2,3,5","4,3,2,1,5","22683,30165,28505,85474,16409","21.42,28.898,27.155,81.57799999999999,15.133","25333,3666,4704,124652,21612","23.982,2.601,3.638,42.223,20.34",A2YHSU2IJZ9J14,Desktop,undefined,undefined,"Ratings given were largely based on how fast the images load and how long it actually took for the entire page to finish loading. As for the guideline, 1 or 2 video examples to show what constitutes a bad or excellent rating would be helpful.",Chrome,36.549,0,"2,2,2,6,2","1,2,2,6,1","1,1,1,9,1","0,0,0,0,0","0,-1,0,2,0",",,,,",1,1625197628574
"4,4,5,4,5","3,4,2,1,5","12766,14391,14272,14487,11716","11.399,12.712,12.396,12.879,10.056","2844,2719,3206,2838,2789","1.384,1.325,1.801,1.429,1.336",APSN3KV49VLKX,Desktop,undefined,undefined,All good. No issue.,Chrome,8.853,0,"1,1,1,1,1","0,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,-1,0,0,0",",,,,",1,1625212430770
"3,4,3,3,5","2,1,4,3,5","19302,35035,17119,19949,13691","17.614,33.509,15.635,17.922,12.247","11618,13470,6358,7743,4762","10.081,10.843,4.825,6.239,3.167",AL8NYDL4JOYL3,Desktop,undefined,undefined,In  videos the images took some time to load except the last video. That's why I gave different ranking.,Chrome,44.295,0,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,0","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625193280529
"3,2,4,3,5","4,3,1,2,5","20116,19176,20148,19657,13448","18.737,17.686,18.552,18.241,12.029","7732,3740,6372,8451,6170","6.307,2.557,5.008,7.004,4.716",A2J237J8KM3OCS,Laptop,undefined,undefined,No issues with experiment guidelines....all clear to me,Chrome,10.978,0,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,0","0,0,0,0,0","-1,0,0,0,0",",,,,",1,1625204333638
"2,4,4,4,4","2,1,4,3,5","15884,14943,15442,17608,17845","13.689,12.978,13.557,15.963,15.583","4069,4085,5319,4069,3614","2.063,2.283,2.908,2.278,1.589",A37M4OVE9R80G,Laptop,undefined,undefined,no,Chrome,7.275,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625196070947
"2,1,2,2,5","3,4,2,1,5","14141,13846,20457,14945,11141","13.85,13.496,20.123,14.615,10.751","2504,3919,12431,2764,3194","2.197,3.639,12.006,2.465,2.929",A1EFWZTCRESQ0K,Laptop,undefined,undefined,"Understanding when/if the page is fully loaded, some controls showing up much later than the initial load, overall speed and performance.  ",Chrome,28.485,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,-1,0,0,0",",,,,",1,1625236132240
"5,5,4,4,5","2,1,4,3,5","16947,17400,24250,20669,17006","14.983,15.408,21.259,16.929,15.186","5886,4441,4456,4481,4576","4.061,2.487,2.677,2.547,2.398",A2BAQ26SMQQEUG,Laptop,undefined,undefined,good survey,Chrome,15.127,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,0,-1,0",",,,,",1,1625187839743
"4,4,5,4,5","2,1,3,4,5","20662,44371,20387,30719,14839","18.578,41.985,17.949,28.654,12.983","8587,10194,11804,4884,5237","6.438,7.988,9.843,3.035,3.411",A3V5IIPZ95YVKH,Laptop,undefined,undefined,Images should load quickly. That is the factor I look for. The experiment guidelines are very clear. ,Chrome,32.442,0,"1,2,1,2,1","1,2,1,2,1","0,1,0,1,0","0,0,0,0,0","0,0,-1,0,0",",,,,",1,1625231816078
"2,2,2,2,5","2,1,3,4,5","12367,15470,13284,12927,9064","2.406,15.017,12.847,4.074,8.629","2397,1812,2404,2260,1565","2.035,1.43,2.032,1.865,1.206",A3UUH3632AI3ZX,Desktop,undefined,undefined,how fast it loads,Chrome,17.621,0,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0","0,0,0,0,0","0,0,-1,0,0",",,,,",1,1625183895500
